url,title,category
https://cdn-akamai.6connex.com/645/1827//Savostyanov_OHBM_2020_15918767114184179.pdf,An EEG and Genetic Study of Adaptation to Subpolar and Polar Regions,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//Poster183_OHBM2020_1591876892987795.pdf,Structural brain network development after prenatal methamphetamine exposure,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//dori_OHBM_2020_updated_15918770707658918.pdf,Atypical neural underpinnings of face processing in ASD revealed by cross-modal ,"Neuroanatomy, Physiology, Metabolism and Neurotransmission"
https://cdn-akamai.6connex.com/645/1827/dori_OHBM_2020_updated.pdf,Atypical neural underpinnings of face processing in ASD revealed by cross-modal ,"Neuroanatomy, Physiology, Metabolism and Neurotransmission"
https://cdn-akamai.6connex.com/645/1827//1152_grignard_15918800624392381.pdf,Global sensitivity analysis of the EEG forward problem,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//Poster_OHBM2020_Final_1592218757715974.pdf,Electromagnetic Brain Imaging using Sparse Bayesian Learning: Noise Learning,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//Poster_PD_BrainAGE_15918806165162203.pdf,Brain aging in Parkinson’s disease and its relation to clinical characteristics ,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//1524_MaryamGhanbari_15918808707698784.pdf,Dynamic (bi)connectedness unravel differences in brain chronnectome due to AD,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//ohbm_poster_pretzsch_2020_15918810292276647.pdf,Neuroanatomical Developmental Trajectories and Clinical Outcome in ASD,"Neuroanatomy, Physiology, Metabolism and Neurotransmission"
https://cdn-akamai.6connex.com/645/1827//Poster_Hok_final_15918811033002090.pdf,Visual cortex activation in subjects with artificially impaired vision,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//OHBM_TBM_poster_15918816465481065.pdf,Brain structural variation in infants with congenital heart disease ,Lifespan Development
https://cdn-akamai.6connex.com/645/1827//brainsightTMS_15918821014083928.pdf,Brainsight TMS Brochure,undefined
https://cdn-akamai.6connex.com/645/1827//brainsight_NIRS_15918823396423154.pdf,Brainsight NIRS Brochure,undefined
https://cdn-akamai.6connex.com/645/1827//OHBM_Terlep2020_Poster_Final_1591882356489881.pdf,Assessment of Site-to-Site Constant Differences in rs-Functional Connectomes,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//ElevateTMS_15918824081653209.pdf,Elevate TMS Brochure,undefined
https://cdn-akamai.6connex.com/645/1827//BrainsightVet_15918824904562686.pdf,Brainsight Vet Brochure,undefined
https://cdn-akamai.6connex.com/645/1827//brainsightVetRobot_15918825310661761.pdf,Microsurgical Robot Brochure,undefined
https://cdn-akamai.6connex.com/645/1827//Poster__HBM_2020_reliability_1591882704769168.pdf,Can we reliably measure emotion regulation with fMRI?,Higher Cognitive Functions
https://cdn-akamai.6connex.com/645/1827//Poster__HBM_2020_PPI_FINAL_15918828885532069.pdf,Effective amygdala-prefrontal connectivity during emotion regulation,Higher Cognitive Functions
https://cdn-akamai.6connex.com/645/1827//Poster-OHBM-2020_Landelle_15918829175339418.pdf,Decoding texture from audio-haptic sources: an fMRI study,"Perception, Attention and Motor Behavior"
https://cdn-akamai.6connex.com/645/1827//OHBM-Poster-2020_15918830760476466.pdf,Boosting Multi site fMRI Analysis Using Privacy preserving Federated Learning,Neuroinformatics and Data Sharing
https://cdn-akamai.6connex.com/645/1827//Single_Subject_Based_Analysis_of_Learning_Induced_DTI_Changes_OHBM_poster_15918836438702204.pdf,Single Subject Based Analysis of Learning Induced DTI Changes,undefined
https://cdn-akamai.6connex.com/645/1827//OHBM_Poster2020_MaximePERRON_15918842603075458.pdf,Speech Perception in Noise in Amateur Singers: an MRI Study,Language
https://cdn-akamai.6connex.com/645/1827//EMcManus_528_15919666556666510.pdf,Child and Adult Stress: The Effects on Cognition and The Brain in the UK Biobank,"Emotion, Motivation and Social Neuroscience"
https://cdn-akamai.6connex.com/645/1827//OHBM2020_poster_ver2_15918850062406453.pdf,White Matter Diffusion Correlates of Reading Deficits in Subacute Stroke,Language
https://cdn-akamai.6connex.com/645/1827//poster_OHBM_InkyungPark_15918850173497244.pdf,Genetic specific deficit of abnormal cortical folding in unaffected relatives of,"Neuroanatomy, Physiology, Metabolism and Neurotransmission"
https://cdn-akamai.6connex.com/645/1827//Brain_age_prediction_ability_of_subcortical_structures_using_deep_learning_n999_15918851990785414.pdf,Brain age prediction ability of subcortical structures using deep learning,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//SunHBM2020_15918861040588770.pdf,The links between precentral sulcus interruptions  and language-associated area,Language
https://cdn-akamai.6connex.com/645/1827//OHBM2020_15922184116988617.pdf,Tract-specific microstructural anomaly detection using autoencoders ,"Neuroanatomy, Physiology, Metabolism and Neurotransmission"
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_poster_15918868357062234.pdf,Development of a Non-invasive Functional Arterial MRI Sequence of the Posterior ,undefined
https://cdn-akamai.6connex.com/645/1827//OHBM2020_Poster_15918869615404998.pdf,Graph diffusion on the structural connectome to identify aligned & liberal fMRI,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//OHBM_FINAL2_15918993614996675.pdf,Presurgical brain mapping of the language network in pediatric epilepsy,Language
https://cdn-akamai.6connex.com/645/1827//posterOHBM202006_3_15918874827279035.pdf,Test-retest reliability of FC at resting-state and naturalistic movie viewing,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//OHBM-poster-jwx_15918875796987447.pdf,Region-specific Early Development of Nodal Efficiency in the Infant Brain,Lifespan Development
https://cdn-akamai.6connex.com/645/1827//Allinmethod_MiteMijalkov_15918875831607453.pdf,Efficient network randomization using multiple edge swapping,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//DelayedCorrelation_MiteMijalkov_15918879495865747.pdf,Delayed correlations are sensitive to network changes in Parkinson’s disease,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//DMK_GM_OHBM2020_poster_15918885864733628.pdf,Structured CMTF for HRF Estimation Using Simulated EEG-fMRI Data,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//Jian-OHBM2020-virtual-poster997_15918886938773077.pdf,Quantitat. Analysis: Sensitivity of Probabilistic Tractography to Seed Placement,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//dHCP-RSN_poster_for_OHBM_2020_v4_15918892322765024.pdf,dHCP: functional connectivity across the perinatal period,Lifespan Development
https://cdn-akamai.6connex.com/645/1827//POSTER_PAQUETTE_HBM_2020_15918893230609930.pdf,"Temporal Decoding of Vocal and Musical Emotions: Same Code, Different Timecourse","Emotion, Motivation and Social Neuroscience"
https://cdn-akamai.6connex.com/645/1827//ChenNX_OHBM2020_Poster_15918895684424441.pdf,Contribution of Structural&FunctionalVariance in Predicting AgeSex&Treatment,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//Poster_-_Charlotte_Horne_15918896329779335.pdf,Reward network dysconnectivity in treatment-resistant schizophrenia,Higher Cognitive Functions
https://cdn-akamai.6connex.com/645/1827//Towards_an_Accurate_Identification_OHBM_2020_15918901592626307.pdf,Towards an Accurate Identification of Vascular Territories in the Human Brain,"Neuroanatomy, Physiology, Metabolism and Neurotransmission"
https://cdn-akamai.6connex.com/645/1827//202006Kim2020-OHBM-Poster-VAE_15918903772504385.pdf,Representation Learning of Resting State fMRI with Variational Autoencoder,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//Shahnazian_Senoussi_Holroyd_Verguts_Krebs_15920000784015893.pdf,Maintaining context and temporal information during sequence execution,Higher Cognitive Functions
https://cdn-akamai.6connex.com/645/1827//Morys_OHBM2020_1591890720938114.pdf,Relationship between BMI and volume of subcortical structures is age-dependent,"Emotion, Motivation and Social Neuroscience"
https://cdn-akamai.6connex.com/645/1827//OHBMposter_2020_15918909047398212.pdf,Graph theory analysis of chronic pain patients pre and post ACT,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//poster_compensations_1591891671224486.pdf,Meta-analysis of coincident GM increases and decreases in psychiatric diseases,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//OHBM_virtualmeeting_poster_Marapin_15918917333919755.pdf,Aberrant dynamic brain state transitioning in functional movement disorders ,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//About_Aperture_15918927982967176.pdf,About Aperture ,undefined
https://cdn-akamai.6connex.com/645/1827//OHBM_1622_15918934111403427.pdf,Reinforcement Learning the Heuristics of Hub Identification over Brain Networks,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//Why_Publish_with_Aperture_15918934943915491.pdf,Why Publish with Aperture ,undefined
https://cdn-akamai.6connex.com/645/1827//Weis_OHBM_2020_Poster_15918935182717431.pdf,Data driven approach to dynamic resting state connectivity in those with PTSD,Modeling and Analysis Methods
https://cdn-akamai.6connex.comet:c212253,Topographic maps representing haptic numerosity in the brain- poster 2215,Higher Cognitive Functions
https://cdn-akamai.6connex.com/645/1827//OHBM_Poster_15918944112006312.pdf,Resting-state fMRI noise regression  in multi-site aging studies,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//Research_Objects_15918944230879051.pdf,Research Objects,undefined
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_poster_jun11_15918945367861661.pdf,ADHD symptoms and neural processing of a naturalistic stimulus in children,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//OHBM2020_poster_Junhao_Wen_15918946561987417.pdf,Multi-scale feature reduction and semi-supervised learning for parsing neuroanat,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//UCIYassaTranslationalNeurobiologyLabCustomerSuccessStory_15923234500752152.pdf,"Case: Scientific Collaboration at University of California, Irvine Yassa Lab",undefined
https://cdn-akamai.6connex.com/645/1827//CMU-Pitt-BRIDGECustomerSuccessStory_1592323483982109.pdf,Case: CMU-Pitt BRIDGE Center Standardizes on BIDS with Flywheel's Platform,undefined
https://cdn-akamai.6connex.com/645/1827//POSTER2009OHBM2020_JulieTremblay_15918971054563684.pdf,LIONirs toolbox design for fNIRS data analysis.,Software Demonstrations
https://cdn-akamai.6connex.com/645/1827//OHBM_poster_2020_15918971578858880.pdf,A pre- & in-scan system to reduce head motion in pediatric participants with ASD,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//OHBM-Poster-Template_FINAL_15918978414876729.pdf,Neuromagnetic language lateralization in children with intractable epilepsy,Language
https://cdn-akamai.6connex.com/645/1827//Kupis_Lauren_OHBM_15918981914085145.pdf,Functional Brain Dynamics in Autism Assessed Using Co-activation Pattern Analysi,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//About_the_Submission_Platform__2__15918983929959367.pdf,About the Submission Platform ,undefined
https://cdn-akamai.6connex.com/645/1827//Poster_1006_Easson_Kaitlyn_15918989028214629.pdf, Myelination and Executive Function Deficits in Youth Born with CHD,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_poster_Teubner-Rhodes_15918992592903733.pdf,Early age-related inhibitory control differences in major frontal fiber tracts,Lifespan Development
https://cdn-akamai.6connex.com/645/1827//Poster_OHBM2020_DRC_VF_15918995261392453.pdf,Surface area covariance and social cognition in schizophrenia,Higher Cognitive Functions
https://cdn-akamai.6connex.com/645/1827//Poster_OHBM_2020_BrunoRobalo_15919116454385114.pdf,Is thresholding beneficial in longitudinal studies of structural brain networks?,"Neuroanatomy, Physiology, Metabolism and Neurotransmission"
https://cdn-akamai.6connex.com/645/1827//handbook-datalad-org-en-latest_15919009740696700.pdf,DataLad Handbook,Neuroinformatics and Data Sharing
https://cdn-akamai.6connex.com/645/1827//Roalf_OHBM2020_15919029458367098.pdf,Quantitative Susceptibility Mapping of Brain Tissue-Iron Distribution in the Psy,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//Kerr_OHBMposter_2020_final_15919033181527406.pdf,Parent-adolescent fMRI hyperscanning and dyadic neurofeedback,"Emotion, Motivation and Social Neuroscience"
https://cdn-akamai.6connex.com/645/1827//OlfactoGradient_15919042012379907.pdf,Anchoring the human olfactory system to a functional  gradient,"Neuroanatomy, Physiology, Metabolism and Neurotransmission"
https://cdn-akamai.6connex.com/645/1827//DWMA__segmentation_using_UNet_OHBM2020Poster_15919046388734844.pdf,Segmentation of Diffuse White Matter Abnormality in Very Preterm Infants,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//Langella_oHBM_2020_15919060386084118.pdf,Functional network redundancy in healthy aging and mild cognitive impairment,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//Présentation_OHBM2020_V2_Clean_15919063271031913.pdf,Altered functional brain connectivity to verbal sounds in preterm born infants,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//Eschenburg_OHBM2020_Poster_15919068211661138.pdf,Linear Mapping of Cortio-Cortico Resting-State Functional Connectivity,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//OHBM2020_Schwartz_LR_new_15922230293422215.pdf,Dense mappings between cortical surfaces in Euarchontoglires using phylogeny,"Neuroanatomy, Physiology, Metabolism and Neurotransmission"
https://cdn-akamai.6connex.com/645/1827//ML_poster-_OHBM_15919085738933359.pdf,Machine detection of psychosis by fMRI connectivity,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//OHBM_Poster_15919993010931918.pdf,A Large-scale Neuroimage Analysis using Keypoint Signatures: UK Biobank,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//OHBM_JW_15919094579102571.pdf,Prefrontal Hyperconnectivity Linked to Persistent Symptoms in Mild TBI,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//OHBM2020_PosterAM_15919098168632424.pdf,Machine learning algorithm for the diagnosis of bvFTD,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//Iraji_2020_OHBM_poster_15919109528974992.pdf,Functional Multi-Way Connectivity Between Networks And Voxels,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//OHBM-0633-yao_LS_15919110602507872.pdf,Polygenic Mediation Analysis of Amyloid Imaging Phenotype in Alzheimer's disease,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//OHBM_POSTER_No474_Ioanna_Skampardoni_1591911955825126.pdf,"ABA vs. RBA in a harmonized cohort of 29,841 MRIs; the iSTAGING consortium",Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//Regs_15919123686223634.pdf,Improving the Speed of Surface Registrations,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//Quantcomps_15919125586383669.pdf,Assessing Quantitative MRI Techniques using Multimodal Comparisons,"Neuroanatomy, Physiology, Metabolism and Neurotransmission"
https://cdn-akamai.6connex.com/645/1827//OHBMPOSTER2020_15919143027143329.pdf,Large-Scale functional connectivity alterations in Amyotrophic Lateral Sclerosis,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//2020-06_OHBM_KressS_15919164872051961.pdf,"Language Lateralization, Temporal Lobe Epilepsy, and Exception Word Reading",Language
https://cdn-akamai.6connex.com/645/1827//KVH_OHBM_2020_1591916545871279.pdf,Effects of Levodopa on Cue Reactivity in Abstinent Alcoholics,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//Poster_high-res_15919165738877451.pdf,Standardized Protocol for Efficient & Reliable QC of Brain Registration in fMRI,Neuroinformatics and Data Sharing
https://cdn-akamai.6connex.com/645/1827//poster-zhijie_15919173063341128.pdf,Pubertal testosterone and brain response to faces in young adulthood,"Emotion, Motivation and Social Neuroscience"
https://cdn-akamai.6connex.com/645/1827//OHBMposter_no2037_KK_15919197677108203.pdf,MEG Imaging reveals disrupted directional information flow in epilepsy,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//Duan_OHBM_aNywayICA_15919215168593013.pdf,aNy-way Independent Component Analysis,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//A0_poster_15919225571787280.pdf,Results from STAGES: A Longitudinal Triple-blind RCT,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//HBM2020_Poster_6.11.20_Final_15919226907095775.pdf,Longitudinal Functional Connectivity of Cognitive Brain Networks in Older Adults,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//Raut_OHBM_200611_1591923158977818.pdf,Hierarchical organization of intrinsic dynamics throughout the human brain,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//OHBM_Poster_2020_June11FNL_15919252961881527.pdf,Origami Intervention improves Gamma Rhythms in the Older Brains,"Perception, Attention and Motor Behavior"
https://cdn-akamai.6connex.com/645/1827//RedAgeing_OHBM2020_Poster_Press_medium_1591945945627529.pdf,Changes in Functional Network Redundancy During Human Lifespan ,Learning and Memory
https://cdn-akamai.6connex.com/645/1827//BrainCap_MR_CWL_V001_A6_Virtual_OHBM_15919511897984181.pdf,Coming Soon - Carbon Wire Loops for BrainCap MR,undefined
https://cdn-akamai.6connex.com/645/1827//R-Net-MR_V001_A6_Virtual_OHBM_1591951270074811.pdf,Coming Soon - R-Net MR,undefined
https://cdn-akamai.6connex.com/645/1827//OHBM2020_1316_JointEmbedding_1591964646121819.pdf,Joint Embedding: Aligning and Comparing Individuals in a Connectivity Space,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//HMohlberg_OHBM2020_GapMapVirtualPoster1926_final_A0_1591964672988596.pdf,Julich-Brain Atlas with GapMaps – A full probabilistic cytoarchitectonic atlas,Neuroinformatics and Data Sharing
https://cdn-akamai.6connex.com/645/1827//PosterOHBM2020pfc_15919647112822590.pdf,Opposite functional connectivity changes in bipolar mania and depression,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//Differentiating_of_Cortical_Neuronal_Encoding_Direction_of__15919648720895284.pdf,Cortical Neuronal Encoding Direction of Wrist Movements using fMRI and fNIRS,"Emotion, Motivation and Social Neuroscience"
https://cdn-akamai.6connex.com/645/1827//nluciw_ohbm20_poster_1591964901290717.pdf,Investigating Patterns of Cerebral Blood Flow & Structure in the Young Brain ,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_poster_connectome_pdf_15919650758948806.pdf,Network structure of the mouse brain connectome with voxel resolution,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//ohbm2020_tda_15919653002689676.pdf,Robust Topological Alterations in the Frontal and Default Mode Network in ADHD,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//ohbm2020_ADO_15919658803863768.pdf,The Brain Functional Connectome Follows Puberty-Dependent Nonlinear Trajectories,Lifespan Development
https://cdn-akamai.6connex.com/645/1827//OHBM2020_poster_249_Danka_Jandric_UoM_15919660646348751.pdf,Network changes underlying cognitive decline in multiple sclerosis,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//OHBM2020_Poster_346_15919661241337033.pdf,Altered topological organization of morphological brain networks in SCD ,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//PosterOHBM_15919662392116894.pdf,Functional Neural Networks in Writer’s Cramp: A Graph-Theoretical Analysis ,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//OHBM_Poster_345_15919663024108958.pdf,Quantitative radiomic feature as a new biomarker for AD: a PET study,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//Yuxing_Hao_poster_1469_15919663718019628.pdf,A Dual-projection MRI Data Denoising Method Based on ICA and Regression,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//Poster_HBM_2020_Abstract___2909_Poster__1462_15919664304869381.pdf,Investigation of the Benefit of Increasing the Temporal Sampling Rate in fMRI,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//OHBM_Poster2020_1727_15919657027143710.pdf,improve performance in predicting fluid intelligence,Learning and Memory
https://cdn-akamai.6connex.com/645/1827//faskowitz1_ohbm2020_pdfcopy_15919666959083866.pdf,Edge functional connectivity reveals overlapping community structure,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//OHBM2020_poster_1591966745676956.pdf,Age and task load modulate association of brain network reconfiguration with SWM,Learning and Memory
https://cdn-akamai.6connex.com/645/1827//faskowitz2_ohbm2020_pdfcopy_15919668596075174.pdf,The edge-centric representation of functional brain networks ,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//Poster_OHBM2020_NBittner_1591967077102203.pdf,Does shift work affect brain and cognitive health? Multimodal results ,"Emotion, Motivation and Social Neuroscience"
https://cdn-akamai.6connex.com/645/1827//Bajada2020_VBIndex_OHBM_15919670923334314.pdf,VB_toolbox: A tool for investigating neural feature gradients on the brain,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//HBM20_vF_15919671075274323.pdf,Folding Dynamics of the Sylvian Fissure : a Longitudinal Study on Preterms,Lifespan Development
https://cdn-akamai.6connex.com/645/1827//PosterOHBM2020_15919673882927469.pdf,Decoding the distribution of attention in the visual cortex,"Perception, Attention and Motor Behavior"
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_Valosek_eposter_15919674126085616.pdf,CERVICAL CORD ATROPHY ABOVE LEVEL OF ASYMPTOMATIC DEGENERATIVE CORD COMPRESSION,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_Poster_15919674557958446.pdf,Mapping directional connectivity with layer-specific fMRI,Novel Imaging Acquisition Methods
https://cdn-akamai.6connex.com/645/1827//Veldman_Poster_HBM2020_FINAL_15919675825854989.pdf,Sensory stimulation-induced changes in EEG power and motor memory consolidation,Learning and Memory
https://cdn-akamai.6connex.com/645/1827//poster_OHB2020_aj_15919678010697540.pdf,BIDS-Pipeline: Framework for performing multi-subject analysis within BIDS,Neuroinformatics and Data Sharing
https://cdn-akamai.6connex.com/645/1827//ohbm2020_poster_HesterHuijsdens_15922293129655654.pdf,The signal in the noise: modelling site variation across image features,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//2020-07-10_OHBM_Poster_1952_Dickscheid_15919680285481848.pdf,The HBP multilevel human brain atlas – a modular reference framework,Neuroinformatics and Data Sharing
https://cdn-akamai.6connex.com/645/1827//Effects_of_cross-sex_hormone_treatment_on_own-body_perception_in_relation_to_self__15919680565219039.pdf,Effects of sex hormone treatment on own-body perception in relation to self,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//OHBM2020_DFCv2_15921917007999027.pdf,Reproducible dynamic FC differences between healthy young and old,Lifespan Development
https://cdn-akamai.6connex.com/645/1827//1322_Faber_OHBM_2020_15919686615506811.pdf,A STATIS approach to linking brain and behaviour during music listening,Higher Cognitive Functions
https://cdn-akamai.6connex.com/645/1827//OHBM2020Poster_15919688426481638.pdf,Comparison of MRI Defacing Software Across Multiple Cohorts,Neuroinformatics and Data Sharing
https://cdn-akamai.6connex.com/645/1827//Frässle_PosterOHBM_15919687664382898.pdf,Whole-brain estimation of directed connectivity from fMRI data,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//poster_ohbm_finalversion_15919689107481497.pdf,Naturalistic stimulation in sensory-deprived individuals,"Perception, Attention and Motor Behavior"
https://cdn-akamai.6connex.com/645/1827//Spohrs_HBM_2020_Poster_15919690214002062.pdf,FAAH genetic variation modulates neural correlates of extinction recall,Genetics
https://cdn-akamai.6connex.com/645/1827//Martinelli_OHBM2020_15919691995092131.pdf,Voxel-wise modelling demonstrates sound envelope representation in V1,"Perception, Attention and Motor Behavior"
https://cdn-akamai.6connex.com/645/1827//Transcranial_direct-current_stimulation_induced_changes_in_neural_activity_-_an_fNIRS_pilot_study_15919695250177310.pdf,Transcranial direct-current stimulation induced changes in neural activity,Brain Simulation
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_Poster_15919695913995842.pdf,Schizophrenia disorganization and core deficit association with diminished PMBR,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//Karker_OHBM2020_Poster_v3_15919700539707268.pdf,Connectome Predictive Modeling of Mild Cognitive Impairment,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//Alizadeh_OHM_15919705666356838.pdf,Graph Based Functional Network Analysis in Patients with Temporal Lobe Epilepsy ,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_poster_15919707446135547.pdf,High-resolution mapping of subcortical regions with MAP-MRI and histology,"Neuroanatomy, Physiology, Metabolism and Neurotransmission"
https://cdn-akamai.6connex.com/645/1827//chen_tam_ohbm_200623_15929127155468569.pdf,"Shared & unique network features predict cognition, personality & mental health",Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//Kousaie_et_al_OHBM2020_FINAL_15919708322905171.pdf,Bilingual language experience and the neural underpinnings of working memory,Language
https://cdn-akamai.6connex.com/645/1827//OHBM2020_Poster_CYWu_754_15919708413761744.pdf,Impact of Script Sets on Functional Organization of Bilinguals' Reading Network,Language
https://cdn-akamai.6connex.com/645/1827//poster-OHBM2020-YXiao_15919708571394239.pdf,A quantitative and connectomic atlas of a Parkinson’s disease cohort at 7-Tesla,Neuroinformatics and Data Sharing
https://cdn-akamai.6connex.com/645/1827//poster_15919710039629170.pdf,Bridging the Gap: From Neuroanatomical Literature to Probabilistic Tractography,"Neuroanatomy, Physiology, Metabolism and Neurotransmission"
https://cdn-akamai.6connex.com/645/1827//Characteristic_Traits_of_MCI_in_PD_15922346922487284.pdf,Characteristic Traits of Mild cognitive impairment in Parkinson's disease,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//OHBM_Poster_217_15919714699046424.pdf,Differentiating Dopaminergic Midbrain in Parkinson’s Disease Using Iron Imaging,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//Tik_TMSfMRI-interslice_Poster_HBM2020_15919715608186643.pdf,Multi-band accelerated TMS/fMRI for continuous EPI during stimulation,Brain Simulation
https://cdn-akamai.6connex.com/645/1827//Poster_modified_20200612_2a_15919716663309400.pdf,High-resolution ex-vivo structural brainstem connectivity estimated via a conduc,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//Poster_fct_connectivity_PD_OHBM_2020_CT_15919716715841735.pdf,Functional connectivity impairment in the olfactory-trigeminal network in PD,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//2020OHBM_Poster_num.236_15919718678269467.pdf,Victim sensitivity and its neural correlates among patients with MDD,"Emotion, Motivation and Social Neuroscience"
https://cdn-akamai.6connex.com/645/1827//Braph2.0_MiteMijalkov_15919722944122546.pdf,Braph 2.0: A Graph Theory Software for Analysis of Multilayer Brain Connectivity,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//HBM_2020_1591973952648741.pdf,Detecting tissue abnormalities in childhood epilepsy with models of clinical MRI,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//OHBM_poster_2020_FLY_15919731191218791.pdf,An fMRI Study on Developmental differences between children and adults with ADHD,"Perception, Attention and Motor Behavior"
https://cdn-akamai.6connex.com/645/1827//OHBM_poster_15919731477357579.pdf,Wavelet Noise Reduction Method for Improving ML Detection of Pediatric Epilepsy,Novel Imaging Acquisition Methods
https://cdn-akamai.6connex.com/645/1827//OHBM_Poster_15919731476749117.pdf,A measure for Quality Control of EEG Lead Fields for large datasets,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//ohbm20_tbss_csvd_poster.VF_15919731849043812.pdf,TBSS of Cerebral Small Vessel Disease in an HIV Population,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//Poster_OHBM_1591973577292772.pdf,Epigenetic and Brain Ageing During Conversion to Psychosis,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_dfnc_15919746431956006.pdf,Dynamic connectivity reveals transient segregation increase in severe stroke,Modeling and Analysis Methods
