url,title,category,matched_title,number
https://cdn-akamai.6connex.com/645/1827//ohbm2020_poster_HesterHuijsdens_15922293129655654.pdf,The signal in the noise: modelling site variation across image features,Modeling and Analysis Methods,The signal in the noise: modelling site variation across surface-based and volumetric image features,1452
https://cdn-akamai.6connex.com/645/1827//2020-07-10_OHBM_Poster_1952_Dickscheid_15919680285481848.pdf,The HBP multilevel human brain atlas – a modular reference framework,Neuroinformatics and Data Sharing,The HBP human brain atlas â€“ a modular reference framework spanning scales and modalities,1952
https://cdn-akamai.6connex.com/645/1827//Effects_of_cross-sex_hormone_treatment_on_own-body_perception_in_relation_to_self__15919680565219039.pdf,Effects of sex hormone treatment on own-body perception in relation to self,Disorders of the Nervous System,Effects of cross-sex hormone treatment on own body perception in relation to self,290
https://cdn-akamai.6connex.com/645/1827//OHBM2020_DFCv2_15921917007999027.pdf,Reproducible dynamic FC differences between healthy young and old,Lifespan Development,Reproducible dynamic functional connectivity differences between healthy young and old individuals,933
https://cdn-akamai.6connex.com/645/1827//1322_Faber_OHBM_2020_15919686615506811.pdf,A STATIS approach to linking brain and behaviour during music listening,Higher Cognitive Functions,A STATIS approach to linking brain and behaviour during naturalistic music listening,1322
https://cdn-akamai.6connex.com/645/1827//OHBM2020Poster_15919688426481638.pdf,Comparison of MRI Defacing Software Across Multiple Cohorts,Neuroinformatics and Data Sharing,Comparison of MRI Defacing Software Across Multiple Cohorts,1909
https://cdn-akamai.6connex.com/645/1827//Frässle_PosterOHBM_15919687664382898.pdf,Whole-brain estimation of directed connectivity from fMRI data,Modeling and Analysis Methods,Whole-brain estimation of directed connectivity from fMRI data,1446
https://cdn-akamai.6connex.com/645/1827//poster_ohbm_finalversion_15919689107481497.pdf,Naturalistic stimulation in sensory-deprived individuals,"Perception, Attention and Motor Behavior",Naturalistic stimulation in sensory-deprived individuals reveals different reorganization mechanisms,2255
https://cdn-akamai.6connex.com/645/1827//Spohrs_HBM_2020_Poster_15919690214002062.pdf,FAAH genetic variation modulates neural correlates of extinction recall,Genetics,FAAH genetic variation modulates neural correlates of extinction recall - An fMRI study,604
https://cdn-akamai.6connex.com/645/1827//Martinelli_OHBM2020_15919691995092131.pdf,Voxel-wise modelling demonstrates sound envelope representation in V1,"Perception, Attention and Motor Behavior",Voxel-wise modelling demonstrates sound envelope representation in primary visual cortex,2257
https://cdn-akamai.6connex.com/645/1827//Transcranial_direct-current_stimulation_induced_changes_in_neural_activity_-_an_fNIRS_pilot_study_15919695250177310.pdf,Transcranial direct-current stimulation induced changes in neural activity,Brain Simulation,Transcranial direct-current stimulation induced changes in neural activity: an fNIRS pilot study,13
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_Poster_15919695913995842.pdf,Schizophrenia disorganization and core deficit association with diminished PMBR,Disorders of the Nervous System,Schizophrenia disorganization and core-deficit association with diminished postmovement beta rebound,359
https://cdn-akamai.6connex.com/645/1827//Karker_OHBM2020_Poster_v3_15919700539707268.pdf,Connectome Predictive Modeling of Mild Cognitive Impairment,Modeling and Analysis Methods,Connectome Predictive Modeling of Face-Name Associations in Mild Cognitive Impairment,1165
https://cdn-akamai.6connex.com/645/1827//Alizadeh_OHM_15919705666356838.pdf,Graph Based Functional Network Analysis in Patients with Temporal Lobe Epilepsy ,Modeling and Analysis Methods,Graph Based Functional Network Analysis in Focal Epilepsy Patients with Respect to Seizure Outcomes,1572
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_poster_15919707446135547.pdf,High-resolution mapping of subcortical regions with MAP-MRI and histology,"Neuroanatomy, Physiology, Metabolism and Neurotransmission",Multimodal high-resolution mapping of subcortical regions with MAP-MRI and histology,1768
https://cdn-akamai.6connex.com/645/1827//chen_tam_ohbm_200623_15929127155468569.pdf,"Shared & unique network features predict cognition, personality & mental health",Disorders of the Nervous System,"Shared & unique network features predict cognition, mental health and personality in childhood",90
https://cdn-akamai.6connex.com/645/1827//chen_tam_ohbm_200623_15929127956855229.pdf,"Shared & unique network features predict cognition, personality & mental health",Disorders of the Nervous System,"Shared & unique network features predict cognition, mental health and personality in childhood",90
https://cdn-akamai.6connex.com/645/1827//Kousaie_et_al_OHBM2020_FINAL_15919708322905171.pdf,Bilingual language experience and the neural underpinnings of working memory,Language,Bilingual language experience and the neural underpinnings of working memory,770
https://cdn-akamai.6connex.com/645/1827//OHBM2020_Poster_CYWu_754_15919708413761744.pdf,Impact of Script Sets on Functional Organization of Bilinguals' Reading Network,Language,The Impact of Script Sets on the Functional Organization of Bilingualsâ€™ Reading Network,754
https://cdn-akamai.6connex.com/645/1827//poster-OHBM2020-YXiao_15919708571394239.pdf,A quantitative and connectomic atlas of a Parkinson’s disease cohort at 7-Tesla,Neuroinformatics and Data Sharing,A quantitative and connectomic atlas of a Parkinsonâ€™s disease cohort at 7-Tesla,1955
https://cdn-akamai.6connex.com/645/1827//poster_15919710039629170.pdf,Bridging the Gap: From Neuroanatomical Literature to Probabilistic Tractography,"Neuroanatomy, Physiology, Metabolism and Neurotransmission",Bridging the Gap: From Neuroanatomical Literature to Probabilistic Tractography,1861
https://cdn-akamai.6connex.com/645/1827//Characteristic_Traits_of_MCI_in_PD_15922346922487284.pdf,Characteristic Traits of Mild cognitive impairment in Parkinson's disease,Disorders of the Nervous System,Characteristic functional Traits of Mild cognitive impairment in Parkinsonâ€™s disease,121
https://cdn-akamai.6connex.com/645/1827//OHBM_Poster_217_15919714699046424.pdf,Differentiating Dopaminergic Midbrain in Parkinson’s Disease Using Iron Imaging,Disorders of the Nervous System,Differentiating the Dopaminergic Midbrain Nuclei in Parkinson's Disease Using Iron Imaging,217
https://cdn-akamai.6connex.com/645/1827//Tik_TMSfMRI-interslice_Poster_HBM2020_15919715608186643.pdf,Multi-band accelerated TMS/fMRI for continuous EPI during stimulation,Brain Simulation,Multi-band accelerated TMS/fMRI for continuous EPI during stimulation shows acute 10Hz TMS effects,5
https://cdn-akamai.6connex.com/645/1827//Poster_modified_20200612_2a_15919716663309400.pdf,High-resolution ex-vivo structural brainstem connectivity estimated via a conduc,Modeling and Analysis Methods,High-resolution <i>ex-vivo</i> structural brainstem connectivity estimated via a conductance model,1528
https://cdn-akamai.6connex.com/645/1827//Poster_fct_connectivity_PD_OHBM_2020_CT_15919716715841735.pdf,Functional connectivity impairment in the olfactory-trigeminal network in PD,Disorders of the Nervous System,Functional connectivity impairment of the olfactory-trigeminal network in Parkinsonâ€™s disease.,2281
https://cdn-akamai.6connex.com/645/1827//2020OHBM_Poster_num.236_15919718678269467.pdf,Victim sensitivity and its neural correlates among patients with MDD,"Emotion, Motivation and Social Neuroscience",Depression and self vigilance: Victim sensitivity and its neural correlates among patients with MDD,236
https://cdn-akamai.6connex.com/645/1827//Braph2.0_MiteMijalkov_15919722944122546.pdf,Braph 2.0: A Graph Theory Software for Analysis of Multilayer Brain Connectivity,Modeling and Analysis Methods,BRAPH 2.0: A Graph Theory Software for the Analysis of Multilayer Brain Connectivity,1670
https://cdn-akamai.6connex.com/645/1827//HBM_2020_1591973952648741.pdf,Detecting tissue abnormalities in childhood epilepsy with models of clinical MRI,Disorders of the Nervous System,Detecting tissue abnormalities in childhood epilepsy with developmental models of clinical MRI,142
https://cdn-akamai.6connex.com/645/1827//OHBM_poster_2020_FLY_15919731191218791.pdf,An fMRI Study on Developmental differences between children and adults with ADHD,"Perception, Attention and Motor Behavior",An fMRI Study on Developmental differences between children and adults with ADHD,78
https://cdn-akamai.6connex.com/645/1827//OHBM_poster_15919731477357579.pdf,Wavelet Noise Reduction Method for Improving ML Detection of Pediatric Epilepsy,Novel Imaging Acquisition Methods,A Wavelet Noise Reduction Method for Improving Machine Learning Detection of Pediatric Epilepsy,1351
https://cdn-akamai.6connex.com/645/1827//OHBM_Poster_15919731476749117.pdf,A measure for Quality Control of EEG Lead Fields for large datasets,Modeling and Analysis Methods,Automatic Quality Control of Electroencephalographic (EEG) Lead Field for big datasets,1503
https://cdn-akamai.6connex.com/645/1827//ohbm20_tbss_csvd_poster.VF_15919731849043812.pdf,TBSS of Cerebral Small Vessel Disease in an HIV Population,Disorders of the Nervous System,Tract-Based Spatial Statistics of Cerebral Small Vessel Disease in an HIV Population,202
https://cdn-akamai.6connex.com/645/1827//Poster_OHBM_1591973577292772.pdf,Epigenetic and Brain Ageing During Conversion to Psychosis,Disorders of the Nervous System,Brain Age and Epigenetic Age Acceleration During Conversion to Psychosis.,251
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_dfnc_15919746431956006.pdf,Dynamic connectivity reveals transient segregation increase in severe stroke,Modeling and Analysis Methods,Dynamic functional network connectivity reveals transient segregation increase in severe stroke,1399
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_poster_Cesnaite_15919747626575701.pdf,"Relation between Alpha-Peak Parameters, 1/f Neuronal Noise, Cognition, Older age",Higher Cognitive Functions,"Age-Related Alterations in Alpha-Peak Parameters, 1/f Neuronal Noise and Their Relation to Cognition",1434
https://cdn-akamai.6connex.com/645/1827//SorosPosterHBM2020_15919747766776792.pdf,Chronic pain is not associated with accelerated structural brain aging,Lifespan Development,Chronic pain is not associated with accelerated structural brain aging,2256
https://cdn-akamai.6connex.com/645/1827//Poster_ND_HBM_2020_15919751144619072.pdf,Stress modulates link betw. striatal GABA & hippocampal activity during learning,Learning and Memory,Stress modulates the link between striatal GABA and hippocampal activity during motor learning,835
https://cdn-akamai.6connex.com/645/1827//Gilbert_OHBM_poster2_15919752517413539.pdf,Mood Disorder Differences in Striatal to Anterior Cingulate Connectivity Measure,undefined,Mood Disorder Differences in Striatal to Anterior Cingulate Connectivity Measured with MEG,1605
https://cdn-akamai.6connex.com/645/1827//Paquola_deepembedding_poster_15919755845154301.pdf,The Cortical Wiring Scheme of Hierarchical Information processing,"Neuroanatomy, Physiology, Metabolism and Neurotransmission",The Cortical Wiring Scheme of Hierarchical Information Processing,1785
https://cdn-akamai.6connex.com/645/1827//OHBM_Poster_2146_15919756461365123.pdf,Language System Predicts Heavy Vapers' Reaction to Anti-Vaping PSAs,"Emotion, Motivation and Social Neuroscience",Language System Response Predicts Heavy Vapersâ€™ Reaction to Anti-Vaping PSAs: Preliminary Findings,2146
https://cdn-akamai.6connex.com/645/1827//OHBM_Bulubas_2020_15919756667187770.pdf,Associations of gray matter volume and metabolite changes after online tDCS,Brain Simulation,"Associations of grey matter volume and acute tDCS effects, shown by metabolite concentration changes",35
https://cdn-akamai.6connex.com/645/1827//Ioakeimidis_Oddball_Poster_June_2020_virtual_PDF_bigger_figures_15919759539913195.pdf,Dissociating trait and state anxiety effects on MMN and sensory gating ERPs,Disorders of the Nervous System,Dissociating trait and state anxiety effects on mismatch negativity and sensory gating ERPs,76
https://cdn-akamai.6connex.com/645/1827//BERTINO_OHBM2020_15919761328144952.pdf,Connectivity-based parcellation of internal and external globus pallidus,"Neuroanatomy, Physiology, Metabolism and Neurotransmission",Connectivity-based parcellation discloses the topographical organization of the globus pallidus,1471
https://cdn-akamai.6connex.com/645/1827//poster_893__Dong-qiong_Fan_上传_15919763833473746.pdf,Cognitive decline associated with frequency specific change in normal aging ,Higher Cognitive Functions,Cognitive decline associated with frequency specific resting state functional change in normal aging,893
https://cdn-akamai.6connex.com/645/1827//OHBM_Poster_1213_Florence_Aellen_15919765112171608.pdf,Extracting class- and trial- specific discriminant EEG activity using deep CNN,Modeling and Analysis Methods,Extracting class- and trial- specific discriminative EEG activity using deep neural networks,1213
https://cdn-akamai.6connex.com/645/1827//DPapp_Poster_1449_15919767627144145.pdf,1D navigators reduce cervical spinal cord area mis-estimation in multi-echo GRE,Modeling and Analysis Methods,1D navigators reduce cervical spinal cord area mis-estimation in multi-echo GRE scans,1449
https://cdn-akamai.6connex.com/645/1827//VosdeWael__Matte__98cm_x_98cm__BrainSpace__31May2019_twoColumn_15920965611948832.pdf,BrainSpace: a toolbox for the analysis of macroscale gradients in neuroimaging,Neuroinformatics and Data Sharing,BrainSpace: a toolbox for the analysis of macroscale gradients in neuroimaging and connectomics data,1901
https://cdn-akamai.6connex.com/645/1827//BASILE_OHBM2020_15919770733238329.pdf,Effects of diffusion signal modeling and segmentation approaches for STN,"Neuroanatomy, Physiology, Metabolism and Neurotransmission",The effects of diffusion signal modeling and segmentation approaches on subthalamic parcellation,1824
https://cdn-akamai.6connex.com/645/1827//Padova_HBM2020_final_1591977104176175.pdf,Linking vestibular function and sub-cortical grey matter volume changes,"Neuroanatomy, Physiology, Metabolism and Neurotransmission",Linking vestibular function and sub-cortical volume changes in a longitudinal study of aging adults,1881
https://cdn-akamai.6connex.com/645/1827//Hatch_OHBMPoster12.6.20_15919771250685985.pdf,Acceleration of Heritability and GWA Studies with Algorithms and Parallelization,Modeling and Analysis Methods,Acceleration of Heritability and Genetic Association Studies with Algorithms and GPU Parallelization,622
https://cdn-akamai.6connex.com/645/1827//Poster_Aihuiping_0623b_15929111756673087.pdf,Detailed Organization of the Cerebellum Estimated Within the Individual,Modeling and Analysis Methods,Detailed Organization of the Cerebellum Estimated Within the Individual,1148
https://cdn-akamai.6connex.com/645/1827//Poster_938_15919780183149132.pdf,Dramatic Reconfiguration of Brain Functional Connectivity During Third Trimester,Lifespan Development,Dramatic Reconfiguration of Functional Connectivity Patterns in Infant Brains During Third Trimester,938
https://cdn-akamai.6connex.com/645/1827//BarnesDavisCCHMCOHBM2020FINALSUBMIT_15919783765343860.pdf,Extracallosal hyperconnectivity in well-performing preterm children versus peers,Language,Extracallosal hyperconnectivity in well-performing preterm children versus language-impaired peers,779
https://cdn-akamai.6connex.com/645/1827//Aislin_Sheldon_final_please_use_15922361938306938.pdf,Neurochemical Changes in Retinal Degeneration ,undefined,Neurochemical Changes in Retinal Degeneration,2184
https://cdn-akamai.6connex.com/645/1827//Poster2022_NLDamestani_15919783112583912.pdf,Silent fMRI: auditory and motor functions using coherence-resolved Looping Star,Novel Imaging Acquisition Methods,Silent fMRI of auditory and motor functions using coherence-resolved Looping Star,2022
https://cdn-akamai.6connex.com/645/1827//SanchezRodriguez_1059_OHBM2020_15919783924872582.pdf,"Revealing brain network communities with empirical mode decomposition, k-modes",Modeling and Analysis Methods,Revealing brain network communities with empirical mode decomposition and k-modes clustering,1059
https://cdn-akamai.6connex.com/645/1827//MRI-DWI-MEEG_pipeline_for_individualized_insilico_BigBrain_like_preparation_15919784206704081.pdf,MRI-DWI-MEEG pipeline for individualized insilico BigBrain like preparation,Brain Simulation,MRI-DWI-MEEG pipeline for individualized insilico BigBrain like preparation,1548
https://cdn-akamai.6connex.com/645/1827//poster_narps_ohbm_2020_final_15919784413532975.pdf,Variability in the analysis of a single fMRI dataset by many teams,Neuroinformatics and Data Sharing,Variability in the analysis of a single functional neuroimaging dataset by many teams,1911
https://cdn-akamai.6connex.com/645/1827//JEREMYMYSLOWSKI_OHBM2020_15919788127392990.pdf,Toward a Predictive Model of Delay Discounting,Higher Cognitive Functions,Toward a Predictive Model of Delay Discounting,675
https://cdn-akamai.6connex.com/645/1827//Fluid_Intelligence_Classification_Based_On_Cortical_WMGM_Contrast_Cortical_Thickness_and_Volumetry_15919792108968037.pdf,Fluid Intelligence Classification Based On T1weighted images& Volumetric measure,Modeling and Analysis Methods,"Fluid Intelligence Classification Based on Cortical WM/GM Contrast, Cortical Thickness and Volumetry",1298
https://cdn-akamai.6connex.com/645/1827//Campbell_OHBM2020_PRMQ_RSFC_6-12-2020_15919792387246548.pdf,Network-Level Functional Connectivity Correlates of Everyday Memory in Parkinson,Disorders of the Nervous System,Network-level functional connectivity correlates of everyday memory in Parkinson disease,213
https://cdn-akamai.6connex.com/645/1827//Huggins_OHBM2020_15919799110686617.pdf,High Res. 7T-fMRI of Human Hippocampal Subfields During Threat Generalization,undefined,High-Resolution 7T-fMRI of Human Hippocampal Subfields During Threat Generalization,1396
https://cdn-akamai.6connex.com/645/1827//Languagesignatures_OHBM_ER_1591980485060886.pdf,Language signature in functional space and their perturbation in epilepsy,Disorders of the Nervous System,Language signatures in intrinsic functional space and their perturbations in epileptic patients,1118
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_v3_15919802098177568.pdf,Precision DTI Reveals Incomplete Adult Hemispherotomy,Disorders of the Nervous System,Precision DTI Imaging Reveals Incomplete Adult Hemispherotomy,1823
https://cdn-akamai.6connex.com/645/1827//_YM__OHBM_Poster_2020_15919803116618352.pdf,Genome-wide association study of language network's functional connectivity,Genetics,Genome-wide association study of language networkâ€™s functional connectivity,629
https://cdn-akamai.6connex.com/645/1827//HBM_2020_15919804674831128.pdf,Doctor trust reduces pain and neural correlates in virtual medical interactions,"Emotion, Motivation and Social Neuroscience",Doctor Trustworthiness Reduces Pain and Its Neural Correlates in Virtual Medical Interactions,589
https://cdn-akamai.6connex.com/645/1827//COLLMP_OHBM_2020_poster_15919808266752955.pdf,The neural representation of pain in value-based decision-making.,Higher Cognitive Functions,The neural representation of pain in value-based decision-making.,2204
https://cdn-akamai.6connex.com/645/1827//ohbm_2020_poster.pptx_15919811689525643.pdf,Cloud-Oriented NeuroImaging with BrainForge,Software Demonstrations,"Cloud-Oriented NeuroImaging with BrainForge: Auto Group ICA, Managed Study Integration, and Beyond",1965
https://cdn-akamai.6connex.com/645/1827//ICVFvsMyelinOHBMPoster_1591981362928564.pdf,Correlation of Myelin Content and Neurite Density in the Early Developing Cortex,Lifespan Development,Correlation of Myelin Content and Neurite Density in the Early Developing Human Cortex,1885
https://cdn-akamai.6connex.com/645/1827//MahalBCPOHBMPoster_15919815415292971.pdf,Multivariate Quantification of Brain Development During the First Two Years,Lifespan Development,Multivariate Quantification of Brain Development During the First Two Years of Life,1108
https://cdn-akamai.6connex.com/645/1827//fuzzy-poster_15919815756665983.pdf,Fuzzy: An Ecosystem for Evaluating the Stability of Pipelines Through MCA,Modeling and Analysis Methods,Fuzzy: An Ecosystem for Evaluating the Stability of Pipelines Through Monte Carlo Arithmetic,1341
https://cdn-akamai.6connex.com/645/1827//CorticalMappingOHBMPoster_15919819097301245.pdf,Densely Mapping Cortical Micro-architecture Properties of the Developing Brain,Lifespan Development,Dense Temporal Mapping of Cortical Microstructure in the Early Developing Brain,968
https://cdn-akamai.6connex.com/645/1827//DeRamus_Modeling_and_Analysis_Methods_PN_1739_15919822088829210.pdf,Functional Network Connectivity of High-Frequency Resting-State Components,Modeling and Analysis Methods,Functional Network Connectivity of High-Frequency Resting-State Components,1739
https://cdn-akamai.6connex.com/645/1827//OHBM_2020d_1591982332820907.pdf,Neurofeedback in stroke patients to increase lateralisation of brain activity,Learning and Memory,Real-time fMRI Neurofeedback in chronic stroke patients to increase lateralisation of brain activity,816
https://cdn-akamai.6connex.com/645/1827//OHBM2020_Poster_Final_15919823677565637.pdf,"The Temporal Relationship between WMHs, Neurodegeneration, and Cognition",Disorders of the Nervous System,"The Temporal Relationship between White Matter Hyperintensities, Neurodegeneration, and Cognition",372
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_MNE-BIDS_poster_15919975256491757.pdf,MNE-BIDS Standardizing archiving and analysis of electrophysiology data with MNE,Neuroinformatics and Data Sharing,MNE-BIDS: Standardizing archiving and analysis of electrophysiology data with MNE,1940
https://cdn-akamai.6connex.com/645/1827//poster_liggend_15919827533546646.pdf,Postoperative oscillatory brain activity as an add-on prognostic marker in diffu,Novel Imaging Acquisition Methods,Postoperative oscillatory brain activity as an add-on prognostic marker in diffuse glioma,2064
https://cdn-akamai.6connex.com/645/1827//OHBM_poster_2020_15919829094879060.pdf,Sulcal and functional alterations associated to hallucinations in schizophrenia,Disorders of the Nervous System,Sulcal alterations and functional implications associated with hallucinations in schizophrenia,173
https://cdn-akamai.6connex.com/645/1827//OHBM2020_MSEMGEEPI_Baete_2002_15919838912341968.pdf,Accelerated MRI acquisitions for combined diffusometry and T2-or T2*-relaxometry,Novel Imaging Acquisition Methods,Accelerated MRI acquisitions for combined diffusometry and T2- or T2*-relaxometry,2002
https://cdn-akamai.6connex.com/645/1827//TDM_Poster_159198406107113.pdf,OCD symptom dimensions predict the degree of dACC modulation during motor contro,Disorders of the Nervous System,OCD symptom dimensions predict the degree of dACC modulation during motor control and working memory,453
https://cdn-akamai.6connex.com/645/1827//Diego_Angeles-Valdez_OHBM_2020_15919847698738449.pdf,Prediction loss aversion with topological metrics ,"Emotion, Motivation and Social Neuroscience",Prediction loss aversion with topological metrics,1506
https://cdn-akamai.6connex.com/645/1827//JH_T1T2_ratios_2020_final_HC_15919849083031876.pdf,T1/T2 ratios: investigating myelination in perinatal stroke patients,Disorders of the Nervous System,T1/T2 ratios: investigating myelination in perinatal stroke patients,395
https://cdn-akamai.6connex.com/645/1827//OHBM2020_Ramage_poster_15919850990074958.pdf,Dynamic network coupling associated with effort and fatigue in Mild TBI,Higher Cognitive Functions,Dynamic network coupling associated with effort and fatigue in Traumatic Brain Injury,1715
https://cdn-akamai.6connex.com/645/1827//ohbm2020_fMRI_poster_15920019992775001.pdf,A Novel Approach for Group fMRI Studies Using BrainSync and Pairwise Statistics,Modeling and Analysis Methods,A Novel Approach for Group fMRI Studies Using BrainSync Transform and Pairwise Statistics,1229
https://cdn-akamai.6connex.com/645/1827//OHBMv0.4_15919859348381678.pdf,GANs to Model Scanner Noise for Improving Multi-Site Data Harmonization,Modeling and Analysis Methods,Generative Adversarial Networks to Model Scanner Noise for Improving Multi-Site Data Harmonization,1250
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_Poster_15919859945972389.pdf,"Functional connectivity of EEG is subject-specific, related to phenotype",Disorders of the Nervous System,"Functional connectivity of EEG is subject-specific, related to phenotype, and different from fMRI",995
https://cdn-akamai.6connex.com/645/1827//Lewis_HBM2020_June_12_2020_15919860147975808.pdf,MSM surface registration pipeline to bridge atlases across MNI and FS/HCP worlds,Neuroinformatics and Data Sharing,An MSM surface registration pipeline to bridge atlases across the MNI and the FS/HCP worlds,1888
https://cdn-akamai.6connex.com/645/1827//OHBM2020_poster_ccai_1591986126608856.pdf,Noise learning in empirical Bayesian source reconstruction algorithms for M/EEG,Modeling and Analysis Methods,Noise learning in empirical Bayesian source reconstruction for electromagnetic brain imaging,1195
https://cdn-akamai.6connex.com/645/1827//OHBM2020_poster_2136_amy_15919866837529648.pdf,Fiber Tracking Framework For Estimating Rotationally-Invariant With Paired-ODFs,Modeling and Analysis Methods,Fiber tracking framework for estimating rotationally-invariant with paired-ODF spatial correlations,2136
https://cdn-akamai.6connex.com/645/1827//OHBM2020_poster_15919866947239243.pdf,rsFC and inter-regional BOLD signal variability across large-scale networks,Modeling and Analysis Methods,Functional Connectivity and Interregional BOLD Signal Variance across Large-scale Networks,1651
https://cdn-akamai.6connex.com/645/1827//OHBM2020_poster_tflagan_FINAL_15919873339217684.pdf,C3b and NfL associations with brain structure and functional connectivity in GRN,Disorders of the Nervous System,Complement and NfL associations with brain structure and functional connectivity alterations in GRN,232
https://cdn-akamai.6connex.com/645/1827//ohbm20_willinger_pmdd.v1.2_15919874755267479.pdf,Prefrontal hyperactivity related to expected reward value in adolescent MDD,Disorders of the Nervous System,Prefrontal hyperactivity related to expected reward value in adolescent major depressive disorder,203
https://cdn-akamai.6connex.com/645/1827//2121_Poster_OHBM2020_Fernandez_15919875568204938.pdf,Multi-echo EPI of Human Fear Conditioning: Advanced Analysis Using ME-ICA based,Novel Imaging Acquisition Methods,Multi-echo EPI of Human Fear Conditioning: Advanced Analysis Using ME-ICA based Denoising,2121
https://cdn-akamai.6connex.com/645/1827//OHBM_2020-editado__4__15919908297826542.pdf,3D digitalization of fresh brains by photogrammetry,"Neuroanatomy, Physiology, Metabolism and Neurotransmission",3D digitalization of fresh brains by photogrammetry,1828
https://cdn-akamai.6connex.com/645/1827//OHBMposter_15919878952766550.pdf,Improved Specificity of Mapping of Thalamocortical Connections at 7T,Modeling and Analysis Methods,Improved Specificity of Functional Mapping of Thalamocortical Connections at Ultra High Field,1363
https://cdn-akamai.6connex.com/645/1827//OHBM_Poster_NT_v2_15919879469236665.pdf,Comparing driving neural networks with cognitive test-related brain activity,Higher Cognitive Functions,Comparing driving neural networks with cognitive test-related brain activity,1650
https://cdn-akamai.6connex.com/645/1827//poster_OHBM_tourbier_cmp3_15919880089394979.pdf,Connectome Mapper 3: a software pipeline for multi-scale connectome mapping,Neuroinformatics and Data Sharing,Connectome Mapper 3: a software pipeline for multi-scale connectome mapping of multimodal MR data,1892
https://cdn-akamai.6connex.com/645/1827//OHBM20_jankovic_rapan_15919882254733432.pdf,What receptor fingerprints reveal about macaque cingulate cortex organization,"Neuroanatomy, Physiology, Metabolism and Neurotransmission",What receptor fingerprints reveal about macaque cingulate cortex organization,1834
https://cdn-akamai.6connex.com/645/1827//Conference_Poster_June_11_final_15919884155954055.pdf,Exercise effects on motor memory consolidation and intermuscular coherence,undefined,Exercise effects on motor memory consolidation and intermuscular coherence,842
https://cdn-akamai.6connex.com/645/1827//Poster_Raissa_YebgaHot_15923142016578675.pdf,Ex vivo mapping of the cyto- and myeloarchitecture of the human cerebral cortex,"Neuroanatomy, Physiology, Metabolism and Neurotransmission",Ex vivo mapping of the cyto- and myeloarchitecture of the human cerebral cortex using UHF MRI,1770
https://cdn-akamai.6connex.com/645/1827//OHBM2020_poster_1591988716828784.pdf,3D Patchwise Tiramisu Net for Segmentation of Submillimetre Resolution 7T Images,Modeling and Analysis Methods,3D Patchwise Tiramisu Net for Segmentation of Sub-millimetre Resolution 7T Brain Images,1236
https://cdn-akamai.6connex.com/645/1827//lucentis_poster_final_15919888202722224.pdf,Retinotopic mapping as an objective func. monitoring tool of macular therapy,"Perception, Attention and Motor Behavior",Retinotopic cortical mapping as an objective functional monitoring tool of macular therapy,2174
https://cdn-akamai.6connex.com/645/1827//rpvision_poster_final_15919889567701441.pdf,FMRI reveals anterior V1 activation in a retinitis pigmentosa patient,"Perception, Attention and Motor Behavior",FMRI reveals anterior V1 activation in a retinitis pigmentosa patient,2261
https://cdn-akamai.6connex.com/645/1827//OHBM2020_Munsch_CorticalihMT_2106_1591989047114303.pdf,Assessment of cortical gray matter myelin with quantitative inhomogeneous MT,Novel Imaging Acquisition Methods,Assessment of cortical gray matter myelin with quantitative inhomogeneous magnetization transfer,2106
https://cdn-akamai.6connex.com/645/1827//artificialScotoma_poster_15919890855297203.pdf,Artificial scotoma size estimation on high-resolution 7T retinotopy data,"Perception, Attention and Motor Behavior",Artificial scotoma size estimation on high-resolution 7T retinotopy data,2048
https://cdn-akamai.6connex.com/645/1827//Tang_2020_poster_15919897074428782.pdf,Convergent Univariate and Multivariate Evidence for Cognitive Control,Higher Cognitive Functions,Convergent univariate and multivariate evidence for task-general fronto-parietal cognitive control,1044
https://cdn-akamai.6connex.com/645/1827//R1-connectome-OHBM-conf-final_15919898886647958.pdf,The R1-weighted connectome: brain networks with a myelin-sensitive measure,Modeling and Analysis Methods,The R1- weighted connectome: complementing brain networks with a myelin-sensitive measure,1487
https://cdn-akamai.6connex.com/645/1827//poster_OHBM_ShadyRahayel_15919900391583.pdf,A Brain Signature of Prodromal Lewy Body Dementia,Disorders of the Nervous System,A Brain Signature of Prodromal Lewy Body Dementia,248
https://cdn-akamai.6connex.com/645/1827//OHBM_poster-SL_15919901435193646.pdf,"Amygdalar Activation, Family Conflict, and Youth Adjustment","Emotion, Motivation and Social Neuroscience",Amygdalar Emotional Responses Moderating the Links Between Family Conflict and Youth Adjustment,952
https://cdn-akamai.6connex.com/645/1827//ohbm2020AZ_15921021743717503.pdf,Causal Functional Brain Network: An Advanced Approach to Study Brain Cognitive ,Modeling and Analysis Methods,Causal functional brain network: An advanced approach to study brain cognitive variance,1068
